Title,Price,Location,Bedrooms,Bathrooms,Property_Type,URL,Toilets,Parking_Space
Newly Built 3 Bedroom Apartment in a Gated Estate,200000000,"Alagomeji,  Yaba,  Lagos",3.0,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/yaba/alagomeji/3523242-newly-built-3-bedroom-apartment-in-a-gated-estate,4.0,
Spaciously Built 4 Bedroom Semi Detached Duplex,220000000,"Yaba,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3521034-spaciously-built-4-bedroom-semi-detached-duplex,,
Spaciously Built 4 Bedroom Semi Detached Duplex,220000000,"Yaba,  Lagos",4.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3521034-spaciously-built-4-bedroom-semi-detached-duplex,5.0,
Premium 3 Bedroom Apartment Plus BQ in a Secured Estate,250000000,"Ikeja,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/3437583-premium-3-bedroom-apartment-plus-bq-in-a-secured-estate,,
Premium 3 Bedroom Apartment Plus BQ in a Secured Estate,250000000,"Ikeja,  Lagos",3.0,4.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/3437583-premium-3-bedroom-apartment-plus-bq-in-a-secured-estate,4.0,
Grand Newly Built 4 Bedroom Terrace Duplex Plus BQ,600000000,"Ikeja,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/gra/3519516-grand-newly-built-4-bedroom-terrace-duplex-plus-bq,,
Grand Newly Built 4 Bedroom Terrace Duplex Plus BQ,600000000,"Ikeja,  Lagos",4.0,5.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/gra/3519516-grand-newly-built-4-bedroom-terrace-duplex-plus-bq,5.0,
Magnificent 4 Bedroom Semi Detached Plus BQ,350000000,"Gbagada,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/gbagada/3523245-magnificent-4-bedroom-semi-detached-plus-bq,,
Magnificent 4 Bedroom Semi Detached Plus BQ,350000000,"Gbagada,  Lagos",4.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/gbagada/3523245-magnificent-4-bedroom-semi-detached-plus-bq,5.0,
"Well Built Super Luxury 5 Bedroom Fully Detached + BQ, Pool and Rooftop",550000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3531887-well-built-super-luxury-5-bedroom-fully-detached-bq-pool-and-rooftop,,
"Well Built Super Luxury 5 Bedroom Fully Detached + BQ, Pool and Rooftop",550000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3531887-well-built-super-luxury-5-bedroom-fully-detached-bq-pool-and-rooftop,6.0,4.0
2-Bedroom Flat with Gym & Swimming Pool,550000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3529586-2-bedroom-flat-with-gym-swimming-pool,,
2-Bedroom Flat with Gym & Swimming Pool,550000000,"Ikoyi,  Lagos",2.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3529586-2-bedroom-flat-with-gym-swimming-pool,3.0,2.0
Magnificently Built 4 Bedroom Semi-Detached Duplex,220000000,"Agege,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agege/oko-oba/3533251-magnificently-built-4-bedroom-semi-detached-duplex,,
Magnificently Built 4 Bedroom Semi-Detached Duplex,220000000,"Agege,  Lagos",4.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agege/oko-oba/3533251-magnificently-built-4-bedroom-semi-detached-duplex,5.0,3.0
"5 Bedroom Fully Detached Triplex + BQ, Cinema and Swimming Pool",1300000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3533485-5-bedroom-fully-detached-triplex-bq-cinema-and-swimming-pool,,
"5 Bedroom Fully Detached Triplex + BQ, Cinema and Swimming Pool",1300000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3533485-5-bedroom-fully-detached-triplex-bq-cinema-and-swimming-pool,5.0,
Well Maintained Three (3) Bedroom Terrace Duplex with a Room BQ,300000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3497580-well-maintained-three-3-bedroom-terrace-duplex-with-a-room-bq,,
Well Maintained Three (3) Bedroom Terrace Duplex with a Room BQ,300000000,"Lekki,  Lagos",3.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3497580-well-maintained-three-3-bedroom-terrace-duplex-with-a-room-bq,4.0,2.0
Newly Built 2 Bedroom Apartments,95000000,"Surulere,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/surulere/3528052-newly-built-2-bedroom-apartments,,
Newly Built 2 Bedroom Apartments,95000000,"Surulere,  Lagos",2.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/surulere/3528052-newly-built-2-bedroom-apartments,3.0,2.0
4 Bedroom Fully Detached Duplex + BQ in a Serene Environment,230000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533469-4-bedroom-fully-detached-duplex-bq-in-a-serene-environment,,
4 Bedroom Fully Detached Duplex + BQ in a Serene Environment,230000000,"Lekki,  Lagos",4.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533469-4-bedroom-fully-detached-duplex-bq-in-a-serene-environment,5.0,
3 Bedroom Terraced Duplex in a Serene Environment,110000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3533458-3-bedroom-terraced-duplex-in-a-serene-environment,,
3 Bedroom Terraced Duplex in a Serene Environment,110000000,"Lekki,  Lagos",3.0,3.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3533458-3-bedroom-terraced-duplex-in-a-serene-environment,3.0,
Elegant 5 Bedroom Fully Detached Duplex with Detailed Finishing,1550000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3533451-elegant-5-bedroom-fully-detached-duplex-with-detailed-finishing,,
Elegant 5 Bedroom Fully Detached Duplex with Detailed Finishing,1550000000,"Lekki,  Lagos",5.0,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3533451-elegant-5-bedroom-fully-detached-duplex-with-detailed-finishing,5.0,
Luxury 4 Bedroom Terraced Duplex with BQ,230000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3533450-luxury-4-bedroom-terraced-duplex-with-bq,,
Luxury 4 Bedroom Terraced Duplex with BQ,230000000,"Lekki,  Lagos",4.0,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3533450-luxury-4-bedroom-terraced-duplex-with-bq,4.0,
Luxuriously Built Block of 6 Flats,500000000,"Ikeja,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/oregun/3533433-luxuriously-built-block-of-6-flats,,
Luxury Finished 5 Bedroom Fully Detached Mansion,1000000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533112-luxury-finished-5-bedroom-fully-detached-mansion,,
Luxury Finished 5 Bedroom Fully Detached Mansion,1000000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533112-luxury-finished-5-bedroom-fully-detached-mansion,6.0,
Exquisitely Built 5 Bedroom Detached Duplex with Elevator,1100000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533075-exquisitely-built-5-bedroom-detached-duplex-with-elevator,,
Exquisitely Built 5 Bedroom Detached Duplex with Elevator,1100000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533075-exquisitely-built-5-bedroom-detached-duplex-with-elevator,6.0,
Luxury Finished 5 Bedroom Fully Detached Duplex with a BQ,800000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533065-luxury-finished-5-bedroom-fully-detached-duplex-with-a-bq,,
Luxury Finished 5 Bedroom Fully Detached Duplex with a BQ,800000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3533065-luxury-finished-5-bedroom-fully-detached-duplex-with-a-bq,6.0,
Tastefully Finished 5 Bedroom Semi Detached Duplex,500000000,"Magodo,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/magodo/gra-phase-2/3533033-tastefully-finished-5-bedroom-semi-detached-duplex,,
Tastefully Finished 5 Bedroom Semi Detached Duplex,500000000,"Magodo,  Lagos",5.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/magodo/gra-phase-2/3533033-tastefully-finished-5-bedroom-semi-detached-duplex,6.0,
Exquisitely Built 5 Bedroom Fully Detached Duplex,550000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3532978-exquisitely-built-5-bedroom-fully-detached-duplex,,
Exquisitely Built 5 Bedroom Fully Detached Duplex,550000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3532978-exquisitely-built-5-bedroom-fully-detached-duplex,6.0,
"Luxury 5 Bedroom Detached Duplex with BQ, Pool, Cinema, Elevator",950000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3469523-luxury-5-bedroom-detached-duplex-with-bq-pool-cinema-elevator,,
"Luxury 5 Bedroom Detached Duplex with BQ, Pool, Cinema, Elevator",950000000,"Ajah,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3469523-luxury-5-bedroom-detached-duplex-with-bq-pool-cinema-elevator,6.0,6.0
"1 Unit Left of a Luxury 2 Bedroom Apartment with a Pool, Gym",180000000,"Osapa,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/osapa/3477374-1-unit-left-of-a-luxury-2-bedroom-apartment-with-a-pool-gym,,
"1 Unit Left of a Luxury 2 Bedroom Apartment with a Pool, Gym",180000000,"Osapa,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/osapa/3477374-1-unit-left-of-a-luxury-2-bedroom-apartment-with-a-pool-gym,3.0,2.0
Nicely Designed 4 Bedroom Semi Detached Duplex with a Room BQ,350000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3413292-nicely-designed-4-bedroom-semi-detached-duplex-with-a-room-bq,,
Nicely Designed 4 Bedroom Semi Detached Duplex with a Room BQ,350000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3413292-nicely-designed-4-bedroom-semi-detached-duplex-with-a-room-bq,5.0,3.0
Luxury 4 Bedroom Semi Detached Duplex with a Room BQ,160000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3470063-luxury-4-bedroom-semi-detached-duplex-with-a-room-bq,,
Luxury 4 Bedroom Semi Detached Duplex with a Room BQ,160000000,"Ajah,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3470063-luxury-4-bedroom-semi-detached-duplex-with-a-room-bq,5.0,2.0
"Nicely Built 3 Bedroom Serviced Apartment + BQ, Elevator, Pool, Gym",180000000,"Ikate Elegushi,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3480299-nicely-built-3-bedroom-serviced-apartment-bq-elevator-pool-gym,,
"Nicely Built 3 Bedroom Serviced Apartment + BQ, Elevator, Pool, Gym",180000000,"Ikate Elegushi,  Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3480299-nicely-built-3-bedroom-serviced-apartment-bq-elevator-pool-gym,4.0,2.0
5 Bedroom Fully Detached Duplex,700000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3532515-5-bedroom-fully-detached-duplex,,
5 Bedroom Fully Detached Duplex,700000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3532515-5-bedroom-fully-detached-duplex,6.0,
Contemporary 5 Bedroom Terrace Duplex,850000000,"Victoria Island,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/victoria-island/oniru/3392016-contemporary-5-bedroom-terrace-duplex,,
Contemporary 5 Bedroom Terrace Duplex,850000000,"Victoria Island,  Lagos",5.0,5.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/victoria-island/oniru/3392016-contemporary-5-bedroom-terrace-duplex,6.0,
2 Bedroom + a Mini Flat on Half Plot + Solar Energy and Furnitures,45000000,"Ikorodu,  Lagos",,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ikorodu/3533388-2-bedroom-a-mini-flat-on-half-plot-solar-energy-and-furnitures,,
2 Bedroom + a Mini Flat on Half Plot + Solar Energy and Furnitures,45000000,"Ikorodu,  Lagos",2.0,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ikorodu/3533388-2-bedroom-a-mini-flat-on-half-plot-solar-energy-and-furnitures,,
Fantastic 5 Bedroom Luxury Detached Duplex in Exclusive Location,4200000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3533375-fantastic-5-bedroom-luxury-detached-duplex-in-exclusive-location,,
Fantastic 5 Bedroom Luxury Detached Duplex in Exclusive Location,4200000000,"Ikoyi,  Lagos",5.0,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3533375-fantastic-5-bedroom-luxury-detached-duplex-in-exclusive-location,,5.0
Affordable Studio Apartment in a Good Location,60000000,"Surulere,  Lagos,  Self Contained",,,Self contain (single rooms) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/self-contained/lagos/surulere/3521299-affordable-studio-apartment-in-a-good-location,,
Affordable Studio Apartment in a Good Location,60000000,"Surulere,  Lagos,  Self Contained",,1.0,Self contain (single rooms) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/self-contained/lagos/surulere/3521299-affordable-studio-apartment-in-a-good-location,1.0,1.0
Newly Built 3 Bedroom Fully Serviced Terraced Duplex with BQ Available,200000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3533356-newly-built-3-bedroom-fully-serviced-terraced-duplex-with-bq-available,,
Newly Built 3 Bedroom Fully Serviced Terraced Duplex with BQ Available,200000000,"Lekki,  Lagos",3.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3533356-newly-built-3-bedroom-fully-serviced-terraced-duplex-with-bq-available,4.0,3.0
Well Located Off Plan Affordable 4 Bedroom Terraced,180000000,"Lekki Ibeju,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki-ibeju/awoyaya/3533353-well-located-off-plan-affordable-4-bedroom-terraced,,
Well Located Off Plan Affordable 4 Bedroom Terraced,180000000,"Lekki Ibeju,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki-ibeju/awoyaya/3533353-well-located-off-plan-affordable-4-bedroom-terraced,5.0,
Smart 2 Bedroom Terraced Duplex with an Attached BQ,125000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3393315-smart-2-bedroom-terraced-duplex-with-an-attached-bq,,
Smart 2 Bedroom Terraced Duplex with an Attached BQ,125000000,"Lekki,  Lagos",2.0,2.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3393315-smart-2-bedroom-terraced-duplex-with-an-attached-bq,3.0,
"British Standard 4 Bedroom Bungalow, All Rooms Ensuite",100000000,"Ikorodu,  Lagos",,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ikorodu/3533344-british-standard-4-bedroom-bungalow-all-rooms-ensuite,,
"British Standard 4 Bedroom Bungalow, All Rooms Ensuite",100000000,"Ikorodu,  Lagos",4.0,,Detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ikorodu/3533344-british-standard-4-bedroom-bungalow-all-rooms-ensuite,,
"Grand 6 Bedroom Fully Detached Duplex with Pool, Gym, Entertainment",2700000000,"Ikoyi,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3533290-grand-6-bedroom-fully-detached-duplex-with-pool-gym-entertainment,,
"Grand 6 Bedroom Fully Detached Duplex with Pool, Gym, Entertainment",2700000000,"Ikoyi,  Lagos",6.0,6.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3533290-grand-6-bedroom-fully-detached-duplex-with-pool-gym-entertainment,6.0,
"Luxury 2 Bedroom Plus Self Contain BQ, Gym, Adequate Parking",260000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3467663-luxury-2-bedroom-plus-self-contain-bq-gym-adequate-parking,,
"Luxury 2 Bedroom Plus Self Contain BQ, Gym, Adequate Parking",260000000,"Lekki Phase 1,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3467663-luxury-2-bedroom-plus-self-contain-bq-gym-adequate-parking,3.0,2.0
"Brand New Apartments, Penthouses and Studio Residences with Elevator",80000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3533279-brand-new-apartments-penthouses-and-studio-residences-with-elevator,,
"Brand New Apartments, Penthouses and Studio Residences with Elevator",80000000,"Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3533279-brand-new-apartments-penthouses-and-studio-residences-with-elevator,2.0,
"Massive Newly Built Mini Flat Upstairs with Two Toilets, Fitted Kitchen",150000000,"Lekki,  Lagos",,,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3490939-massive-newly-built-mini-flat-upstairs-with-two-toilets-fitted-kitchen,,
"Massive Newly Built Mini Flat Upstairs with Two Toilets, Fitted Kitchen",150000000,"Lekki,  Lagos",1.0,1.0,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3490939-massive-newly-built-mini-flat-upstairs-with-two-toilets-fitted-kitchen,2.0,1.0
Standard 4 Bedroom Duplex,100000000,"Agbara Igbesa,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agbara-igbesa/3533228-standard-4-bedroom-duplex,,
Standard 4 Bedroom Duplex,100000000,"Agbara Igbesa,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/agbara-igbesa/3533228-standard-4-bedroom-duplex,5.0,5.0
Stunning 5 Bedroom Fully Detached Duplex with Cinema and Pool,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533191-stunning-5-bedroom-fully-detached-duplex-with-cinema-and-pool,,
Stunning 5 Bedroom Fully Detached Duplex with Cinema and Pool,450000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533191-stunning-5-bedroom-fully-detached-duplex-with-cinema-and-pool,5.0,
Spacious 6-Bedroom Fully Detached House with BQ,4500000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3529591-spacious-6-bedroom-fully-detached-house-with-bq,,
Spacious 6-Bedroom Fully Detached House with BQ,4500000000,"Ikoyi,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/3529591-spacious-6-bedroom-fully-detached-house-with-bq,7.0,4.0
Premium Luxury 5 Bedroom Duplex +swimming Pool,650000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3441764-premium-luxury-5-bedroom-duplex-swimming-pool,,
Premium Luxury 5 Bedroom Duplex +swimming Pool,650000000,"Lekki,  Lagos",5.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3441764-premium-luxury-5-bedroom-duplex-swimming-pool,6.0,5.0
Luxury 4 Bedroom Duplex with a BQ,230000000,"Ikeja,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3533187-luxury-4-bedroom-duplex-with-a-bq,,
Well Built 5 Bedroom Fully Detached Duplex with BQ,800000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533175-well-built-5-bedroom-fully-detached-duplex-with-bq,,
Well Built 5 Bedroom Fully Detached Duplex with BQ,800000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3533175-well-built-5-bedroom-fully-detached-duplex-with-bq,5.0,4.0
Luxury 3bedroom Apartment with BQ,200000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3533142-luxury-3bedroom-apartment-with-bq,,
Luxury 3bedroom Apartment with BQ,200000000,"Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3533142-luxury-3bedroom-apartment-with-bq,4.0,2.0
Premium 1 Bedroom Smart Apartment,200000000,"Victoria Island,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3520590-premium-1-bedroom-smart-apartment,,
Premium 1 Bedroom Smart Apartment,200000000,"Victoria Island,  Lagos",1.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3520590-premium-1-bedroom-smart-apartment,2.0,2.0
Contemporary 5 Bedroom Semi Detached Duplex,980000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate/3533116-contemporary-5-bedroom-semi-detached-duplex,,
Contemporary 5 Bedroom Semi Detached Duplex,980000000,"Lekki,  Lagos",5.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate/3533116-contemporary-5-bedroom-semi-detached-duplex,6.0,2.0
Newly Built 4 Bedroom Semi Detached Duplex in a Serene Environment,300000000,"Yaba,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3533104-newly-built-4-bedroom-semi-detached-duplex-in-a-serene-environment,,
Newly Built 4 Bedroom Semi Detached Duplex in a Serene Environment,300000000,"Yaba,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3533104-newly-built-4-bedroom-semi-detached-duplex-in-a-serene-environment,5.0,3.0
Luxury 5 Bedroom Fully Detached Duplex,750000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3528091-luxury-5-bedroom-fully-detached-duplex,,
Luxury 5 Bedroom Fully Detached Duplex,750000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3528091-luxury-5-bedroom-fully-detached-duplex,5.0,4.0
Luxury 5 Bedroom Fully Detached Duplex,1200000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3528096-luxury-5-bedroom-fully-detached-duplex,,
Luxury 5 Bedroom Fully Detached Duplex,1200000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3528096-luxury-5-bedroom-fully-detached-duplex,5.0,5.0
