Title,Price,Location,Bedrooms,Bathrooms,Property_Type,URL,Toilets,Parking_Space
3 Bedroom Terraced Duplex + BQ,1100000000,"Ikoyi,  Lagos",3.0,3.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3398080-3-bedroom-terraced-duplex-bq,4.0,
4 Bedroom Townhouse +BQ,500000000,"Ikoyi,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3414595-4-bedroom-townhouse-bq,,
4 Bedroom Townhouse +BQ,500000000,"Ikoyi,  Lagos",4.0,3.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3414595-4-bedroom-townhouse-bq,5.0,
5 Bedroom Fully Detached Duplex with a BQ,700000000,"Ikeja,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/omole-phase-1/3516701-5-bedroom-fully-detached-duplex-with-a-bq,,
5 Bedroom Fully Detached Duplex with a BQ,700000000,"Ikeja,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/omole-phase-1/3516701-5-bedroom-fully-detached-duplex-with-a-bq,6.0,3.0
"Luxury 3-Bedroom Terrace Duplex with BQ and C of O in Bogije, Lekki",90000000,"Lekki Ibeju,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki-ibeju/bogije/3516709-luxury-3-bedroom-terrace-duplex-with-bq-and-c-of-o-in-bogije-lekki,,
"Luxury 3-Bedroom Terrace Duplex with BQ and C of O in Bogije, Lekki",90000000,"Lekki Ibeju,  Lagos",3.0,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki-ibeju/bogije/3516709-luxury-3-bedroom-terrace-duplex-with-bq-and-c-of-o-in-bogije-lekki,,
Well Maintained 4 Bedroom Mansionatte,50000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3516704-well-maintained-4-bedroom-mansionatte,,
Well Maintained 4 Bedroom Mansionatte,50000000,"Ikoyi,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3516704-well-maintained-4-bedroom-mansionatte,5.0,3.0
Luxury Built 3 Bedrooms Terrace Duplex,180000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3420209-luxury-built-3-bedrooms-terrace-duplex,,
Luxury Built 3 Bedrooms Terrace Duplex,180000000,"Lekki,  Lagos",3.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3420209-luxury-built-3-bedrooms-terrace-duplex,4.0,2.0
Elegant Built 5 Bedroom Fully Detached Duplex + BQ in a Secure Estate,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3447128-elegant-built-5-bedroom-fully-detached-duplex-bq-in-a-secure-estate,,
Elegant Built 5 Bedroom Fully Detached Duplex + BQ in a Secure Estate,450000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3447128-elegant-built-5-bedroom-fully-detached-duplex-bq-in-a-secure-estate,6.0,
Exclusive Spacious 4 Bedroom Semi Detached Duplex +BQ in Secured Estate,250000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3447162-exclusive-spacious-4-bedroom-semi-detached-duplex-bq-in-secured-estate,,
Exclusive Spacious 4 Bedroom Semi Detached Duplex +BQ in Secured Estate,250000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3447162-exclusive-spacious-4-bedroom-semi-detached-duplex-bq-in-secured-estate,5.0,
Elegant Newly Built 5 Bedroom Fully Detached Duplex with BQ & Pool,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3448208-elegant-newly-built-5-bedroom-fully-detached-duplex-with-bq-pool,,
Elegant Newly Built 5 Bedroom Fully Detached Duplex with BQ & Pool,450000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3448208-elegant-newly-built-5-bedroom-fully-detached-duplex-with-bq-pool,6.0,
Adorable Newly Built 3 Bedroom Maissionette + Pool & BQ,400000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3448750-adorable-newly-built-3-bedroom-maissionette-pool-bq,,
Adorable Newly Built 3 Bedroom Maissionette + Pool & BQ,400000000,"Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3448750-adorable-newly-built-3-bedroom-maissionette-pool-bq,4.0,
Exclusive Newly Built 5 Bedroom Fully Detached Duplex with BQ,320000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ologolo/3449836-exclusive-newly-built-5-bedroom-fully-detached-duplex-with-bq,,
Exclusive Newly Built 5 Bedroom Fully Detached Duplex with BQ,320000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ologolo/3449836-exclusive-newly-built-5-bedroom-fully-detached-duplex-with-bq,6.0,
Elegant Newly Built 1 Bedroom Apartment in a Secure Estate,230000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3449705-elegant-newly-built-1-bedroom-apartment-in-a-secure-estate,,
Elegant Newly Built 1 Bedroom Apartment in a Secure Estate,230000000,"Lekki Phase 1,  Lekki,  Lagos",1.0,1.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3449705-elegant-newly-built-1-bedroom-apartment-in-a-secure-estate,2.0,
Stunning 4 Bedroom Private Terraced Duplex with BQ & Gate House,565000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3448870-stunning-4-bedroom-private-terraced-duplex-with-bq-gate-house,,
Stunning 4 Bedroom Private Terraced Duplex with BQ & Gate House,565000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3448870-stunning-4-bedroom-private-terraced-duplex-with-bq-gate-house,5.0,
Stunning Well Furnished 1 Bedroom Apartment,125000000,"Lekki,  Lagos",,,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/ologolo/3449941-stunning-well-furnished-1-bedroom-apartment,,
Stunning Well Furnished 1 Bedroom Apartment,125000000,"Lekki,  Lagos",1.0,1.0,Mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/ologolo/3449941-stunning-well-furnished-1-bedroom-apartment,2.0,
Tastefully 3 Bedroom Apartment + Pool & Elevator in a Secure Estate,250000000,"Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3449997-tastefully-3-bedroom-apartment-pool-elevator-in-a-secure-estate,,
Tastefully 3 Bedroom Apartment + Pool & Elevator in a Secure Estate,250000000,"Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3449997-tastefully-3-bedroom-apartment-pool-elevator-in-a-secure-estate,4.0,
Contemporary 5 Bedroom Detached Duplex,650000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3516610-contemporary-5-bedroom-detached-duplex,,
Contemporary 5 Bedroom Detached Duplex,650000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3516610-contemporary-5-bedroom-detached-duplex,6.0,
Super Luxury 5 Bedroom Semi Detached Duplex,950000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate-elegushi/3456540-super-luxury-5-bedroom-semi-detached-duplex,,
Super Luxury 5 Bedroom Semi Detached Duplex,950000000,"Lekki,  Lagos",5.0,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate-elegushi/3456540-super-luxury-5-bedroom-semi-detached-duplex,6.0,5.0
"Stunning 5 Bedroom Fully Detached Duplex with BQ, Pool and Cinema",1700000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3456367-stunning-5-bedroom-fully-detached-duplex-with-bq-pool-and-cinema,,
"Stunning 5 Bedroom Fully Detached Duplex with BQ, Pool and Cinema",1700000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3456367-stunning-5-bedroom-fully-detached-duplex-with-bq-pool-and-cinema,6.0,
Stunning Spacious 5 Bedrooms Detached Duplex + BQ in a Secured Estate,300000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3457052-stunning-spacious-5-bedrooms-detached-duplex-bq-in-a-secured-estate,,
Stunning Spacious 5 Bedrooms Detached Duplex + BQ in a Secured Estate,300000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3457052-stunning-spacious-5-bedrooms-detached-duplex-bq-in-a-secured-estate,6.0,
Stunning Good Deal 3 Bedrooms Terraced Duplex in a Secure Estate,150000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3457073-stunning-good-deal-3-bedrooms-terraced-duplex-in-a-secure-estate,,
Stunning Good Deal 3 Bedrooms Terraced Duplex in a Secure Estate,150000000,"Lekki,  Lagos",3.0,3.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3457073-stunning-good-deal-3-bedrooms-terraced-duplex-in-a-secure-estate,4.0,
Elegant Spacious 5 Bedroom Fully Detached Duplex with BQ Ensuite,270000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate/3457113-elegant-spacious-5-bedroom-fully-detached-duplex-with-bq-ensuite,,
Elegant Spacious 5 Bedroom Fully Detached Duplex with BQ Ensuite,270000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate/3457113-elegant-spacious-5-bedroom-fully-detached-duplex-with-bq-ensuite,6.0,
Contemporary 2 Bedroom Apartment with Swimming Pool & Elevator,280000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3516588-contemporary-2-bedroom-apartment-with-swimming-pool-elevator,,
Contemporary 2 Bedroom Apartment with Swimming Pool & Elevator,280000000,"Lekki Phase 1,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3516588-contemporary-2-bedroom-apartment-with-swimming-pool-elevator,2.0,
Stylish 4 Bedroom Semi Detached Duplex with BQ in a Secure Estate,1350000000,"Ikoyi,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/3457136-stylish-4-bedroom-semi-detached-duplex-with-bq-in-a-secure-estate,,
Stylish 4 Bedroom Semi Detached Duplex with BQ in a Secure Estate,1350000000,"Ikoyi,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/3457136-stylish-4-bedroom-semi-detached-duplex-with-bq-in-a-secure-estate,5.0,
Luxury Modern Designed Fully Serviced 2 Bedroom Flat,450000000,"Victoria Island,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3428045-luxury-modern-designed-fully-serviced-2-bedroom-flat,,
Luxury Modern Designed Fully Serviced 2 Bedroom Flat,450000000,"Victoria Island,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3428045-luxury-modern-designed-fully-serviced-2-bedroom-flat,3.0,
Premium Luxury 3 Bedroom Apartment with BQ in a Secured Estate,1000000000,"Victoria Island,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3457204-premium-luxury-3-bedroom-apartment-with-bq-in-a-secured-estate,,
Premium Luxury 3 Bedroom Apartment with BQ in a Secured Estate,1000000000,"Victoria Island,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/3457204-premium-luxury-3-bedroom-apartment-with-bq-in-a-secured-estate,4.0,
Fancy Newly 4 Bedroom Semi Detached Duplex with BQ in a Secure Estate,180000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3457347-fancy-newly-4-bedroom-semi-detached-duplex-with-bq-in-a-secure-estate,,
Fancy Newly 4 Bedroom Semi Detached Duplex with BQ in a Secure Estate,180000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3457347-fancy-newly-4-bedroom-semi-detached-duplex-with-bq-in-a-secure-estate,5.0,
Brand New 4 Bedroom Fully Detached Duplex with BQ & Study,400000000,"Lekki Phase 1,  Lekki,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/lekki-phase-1/3516583-brand-new-4-bedroom-fully-detached-duplex-with-bq-study,,
Brand New 4 Bedroom Fully Detached Duplex with BQ & Study,400000000,"Lekki Phase 1,  Lekki,  Lagos",4.0,4.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/lekki-phase-1/3516583-brand-new-4-bedroom-fully-detached-duplex-with-bq-study,4.0,
"Elegant 3 Bedroom Apartment +gym, Pool & Elevator",500000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3458833-elegant-3-bedroom-apartment-gym-pool-elevator,,
"Elegant 3 Bedroom Apartment +gym, Pool & Elevator",500000000,"Lekki Phase 1,  Lekki,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3458833-elegant-3-bedroom-apartment-gym-pool-elevator,4.0,
Own a Home in Lagos with Just 10% Deposit Flexible 5-Year Mortgage,94000000,"Lekki Ibeju,  Lagos",,,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/3516580-own-a-home-in-lagos-with-just-10-deposit-flexible-5-year-mortgage,,
Own a Home in Lagos with Just 10% Deposit Flexible 5-Year Mortgage,94000000,"Lekki Ibeju,  Lagos",3.0,3.0,Semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/lekki-ibeju/3516580-own-a-home-in-lagos-with-just-10-deposit-flexible-5-year-mortgage,3.0,
Spacious 4 Bedroom Fully Detached House,200000000,"Sangotedo,  Ajah,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3516577-spacious-4-bedroom-fully-detached-house,,
Spacious 4 Bedroom Fully Detached House,200000000,"Sangotedo,  Ajah,  Lagos",4.0,4.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3516577-spacious-4-bedroom-fully-detached-house,4.0,
Contemporary 5 Bedroom Fully Detached Duplex,3500000000,"Ikoyi,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3516566-contemporary-5-bedroom-fully-detached-duplex,,
Contemporary 5 Bedroom Fully Detached Duplex,3500000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3516566-contemporary-5-bedroom-fully-detached-duplex,6.0,4.0
Distress Property : 4-Bedroom Fully Detached Duplex Carcass,100000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3516559-distress-property-4-bedroom-fully-detached-duplex-carcass,,
Distress Property : 4-Bedroom Fully Detached Duplex Carcass,100000000,"Ajah,  Lagos",4.0,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3516559-distress-property-4-bedroom-fully-detached-duplex-carcass,5.0,
Adorable Spacious 2 Bedroom Maisonette in a Secured Estate,200000000,"Lekki Phase 1,  Lekki,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3459396-adorable-spacious-2-bedroom-maisonette-in-a-secured-estate,,
Adorable Spacious 2 Bedroom Maisonette in a Secured Estate,200000000,"Lekki Phase 1,  Lekki,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3459396-adorable-spacious-2-bedroom-maisonette-in-a-secured-estate,3.0,
Gorgeous Spacious 3 Bedroom Apartment in a Secure Estate,90000000,"Ajah,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3459420-gorgeous-spacious-3-bedroom-apartment-in-a-secure-estate,,
Gorgeous Spacious 3 Bedroom Apartment in a Secure Estate,90000000,"Ajah,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3459420-gorgeous-spacious-3-bedroom-apartment-in-a-secure-estate,4.0,
Excellent Spacious 4 Bedroom Terrace Duplex in a Secure Estate,110000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3459433-excellent-spacious-4-bedroom-terrace-duplex-in-a-secure-estate,,
Excellent Spacious 4 Bedroom Terrace Duplex in a Secure Estate,110000000,"Ajah,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3459433-excellent-spacious-4-bedroom-terrace-duplex-in-a-secure-estate,5.0,
Elegant Spacious 3 Bedroom Apartment + Elevator in a Secure Estate,570000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3459498-elegant-spacious-3-bedroom-apartment-elevator-in-a-secure-estate,,
Elegant Spacious 3 Bedroom Apartment + Elevator in a Secure Estate,570000000,"Ikoyi,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3459498-elegant-spacious-3-bedroom-apartment-elevator-in-a-secure-estate,4.0,
Exquisite Spacious 4 Bedrooms Terraced Duplex with BQ,950000000,"Ikoyi,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3459517-exquisite-spacious-4-bedrooms-terraced-duplex-with-bq,,
Exquisite Spacious 4 Bedrooms Terraced Duplex with BQ,950000000,"Ikoyi,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/3459517-exquisite-spacious-4-bedrooms-terraced-duplex-with-bq,5.0,
