Unnamed: 0,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL,Scraped_By,title,location,price,bedrooms,bathrooms,toilets,property_type,url
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Chevron, Lekki, Lagos","₦300,000per month",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3305871-furnished-single-room-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom mini flat (room and parlour) for rent,"Victoria Bay 1,royal Pine Gate 1, Lekki, Lagos","₦4,000,000per annum",1.0,1.0,1.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3305863-fully-serviced-masters-mini-flat
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom house for rent,"Abijo, Lekki, Lagos","₦1,200,000per annum",2.0,0.0,0.0,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/abijo/3305853-sharp-2-bedrooms-flat
,,,,,,,,,data/Lekki_Central_Data.csv,Office space for rent,"Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3305846-4-bedroom-apartment-office-space-only-for-quiet-office
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom semi-detached duplex for rent,"Close To Pinnock, Osapa, Lekki, Lagos","₦20,000,000per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/osapa/3305835-fully-serviced-furnished-luxury-4-bedroom
,,,,,,,,,data/Lekki_Central_Data.csv,Flat / apartment for rent,"Orchid, Lekki Phase 1, Lekki, Lagos","₦1,800,000per annum",0.0,1.0,1.0,Flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3305830-furnished-room
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom commercial property for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",4.0,2.0,2.0,4 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/lekki/lekki-phase-1/3305827-four-rooms-office-space
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom flat / apartment for rent,"Victoria Garden Estate, VGC, Lekki, Lagos","₦2,000,000per annum",1.0,1.0,2.0,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3305823-mini-flat
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Right Side, Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3305821-4-bedroom-maisonnette
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦22,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3305819-premium-3-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Victoria Garden Estate, VGC, Lekki, Lagos","₦6,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3305816-2-bedroom-flat
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Osapa, Lekki, Lagos","₦9,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/osapa/3305815-executive-spacious-newly-renovated-4-bedroom-terrace-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom flat / apartment for rent,"Lekki Right, Lekki, Lagos","₦25,000,000per annum",4.0,5.0,4.0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3305809-4-bedroom-maisonette-pent-floor
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦22,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3305801-premium-2-bedroom-apartment-with-swimming-pool
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos","₦6,500,000per annum",2.0,0.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3305791-neatly-used-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304694-fully-serviced-furnished-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,Office space for rent,"Lekki Phase 1, Lekki, Lagos","₦3,200,000per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3305784-sharp-and-clean-office-space
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom mini flat (room and parlour) for rent,"Victoria Bay 1, Royal Pine Gate 1, Orchid Road, Lekki, Lagos","₦4,800,000per annum",1.0,1.0,2.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3305771-fully-serviced-mini-flat
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦30,000,000per annum",2.0,3.0,3.0,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3305762-newly-built-and-furnished-2-bedroom-masionette
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3305761-premium-2-bedroom-apartment-with-cinema-and-pool
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Destiny Homes, Abijo, Lekki, Lagos","₦2,500,000per annum",2.0,0.0,0.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/abijo/3305756-very-neat-and-spacious-in-good-secured-estate
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3.0,3.0,4.0,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3305746-luxury-3-bedroom-terraced-duplex-with-a-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦50,000,000per annum",4.0,4.0,5.0,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3294627-newly-built-exquisitely-finished-4-bedroom-maisonette
,,,,,,,,,data/Lekki_Central_Data.csv,Office space for rent,"Lekki Phase 1, Lekki, Lagos","₦250,000per square meter / per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3294684-spacious-office-space-for-financial-institution
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3294686-spacious-4-bedroom-terrace-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,Plaza / complex / mall for rent,"Admiralty Road / Main, Lekki Phase 1, Lekki, Lagos","₦180,000per square meter / per annum",0.0,0.0,2.0,Plaza / complex / mall for rent,https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/lagos/lekki/lekki-phase-1/3280504-3rd-floor-waterfront-commercial-space
,,,,,,,,,data/Lekki_Central_Data.csv,Plaza / complex / mall for rent,"Fola Osibo Street, Lekki Phase 1, Lekki, Lagos","₦240,000,000per annum",0.0,0.0,0.0,Plaza / complex / mall for rent,https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/lagos/lekki/lekki-phase-1/3293747-large-massive-storey-building-for-commercial-use
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3293791-newly-built-4bedroom-semi-detached-duplex-with-a-bq
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",2.0,2.0,3.0,2 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3293840-lovely-2-bedroom-apartment-with-swimming-pool-and-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4.0,0.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3285823-luxury-fully-furnished-4-bedroom-terrace-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4.0,5.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3285232-4-bedroom-terrace-duplex-fully-furnished
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom semi-detached duplex for rent,"Off Freedom Way, Ikate, Lekki, Lagos","₦25,000,000per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3287194-brand-new-serviced-4-bedroom-semi-detached-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",5.0,5.0,6.0,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3287218-fully-furnished-service-5-bedroom-semi-detached-duplex-in-a-mini-court
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",5.0,5.0,6.0,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3287661-furnished-5-bedroom-semi-detached-duplex-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom semi-detached duplex for rent,"Cyberville Estate, Ikate, Lekki, Lagos","₦16,000,000per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3287369-furnished-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",5.0,5.0,6.0,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3285901-luxury-5-bedroom-semi-detached-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦2,500,000per annum",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3287272-fully-serviced-studio-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1.0,0.0,0.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3285692-mini-flat
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom detached duplex for rent,"Ota-iku Street Behind Prime Waters, Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,5.0,6.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3287240-5-bedroom-fully-detached-duplex-with-a-bq
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom house for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",2.0,3.0,2.0,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3287022-fully-serviced-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom house for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,5.0,6.0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3286945-gorgeous-fully-detached-5-bedroom-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom house for rent,"Richmond Estate, Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,5.0,6.0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3285924-luxury-5bedroom
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Off Platinum Way By Nicon Town, Ikate, Lekki, Lagos","₦6,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287660-exquisitely-built-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"By Blenco, Ikate, Lekki, Lagos","₦7,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287560-a-3-bedroom-flat
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",1.0,1.0,2.0,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287390-luxury-spacious-smart-1-bedroom-service-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3287010-fully-furnished-serviced-3-bedrooms-flat
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286795-3-bedrooms
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦18,000,000per annum",3.0,2.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3286173-massive-3-bedroom-apartment-with-study-room-and-bq
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3285666-2-bedroom-apartment-with-swimming-pool
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3285146-4-bedroom-terrace-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4.0,5.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3284491-luxuriously-furnished-and-fully-serviced-4-bedroom-terrace-duplex-bq
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦14,000,000per annum",2.0,2.0,3.0,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3282232-2-bedroom-terrace-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,Office space for rent,"Freedom Way, Ikate, Lekki, Lagos","₦150,000per square meter / per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/ikate/3281943-divisible-office-space-measuring-400sqm-in-total
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦19,500,000per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3282356-luxury-4-bedroom-semi-detached-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Off Gbangbala, Ikate, Lekki, Lagos","₦3,500,000per annum",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3284550-studio-apartment-upstairs
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦3,000,000per annum",1.0,1.0,1.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3283020-1-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦3,000,000per annum",1.0,1.0,2.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3283015-1-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,5.0,6.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3283949-luxury-5-bedroom-detached-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,5.0,6.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3283596-standard-5-bedroom-detached-duplex-with-bq
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,0.0,5.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3281897-5-bedroom-detached-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,5 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5.0,0.0,5.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3281881-5-bedroom-detached-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,500,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3284963-brand-new-2-bedroom-apartment-available
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦9,500,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3199044-luxury-3-bedrooms-apartment-bq-pool-bq
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3284621-fully-serviced-newly-built-2-bedroom-apartment-with-pool
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3283996-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3283862-luxury-3-bedroom-apartment-upstair
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦5,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3283291-self-serviced-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3281969-two-bedroom-apartments
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Dupe Oguntade Street, Ikate, Lekki, Lagos","₦10,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3260150-spacious-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Lekki Phase 1, Ikate, Lekki, Lagos","₦12,000,000",2.0,0.0,0.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3280112-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦16,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3281079-newly-built-4-bedroom-terrace
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3264160-lovely-4-bedroom-terrace-duplex-with-bq-in-a-secured-estate
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦30,000,000per annum",4.0,5.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3274811-luxury-fully-furnished-4-bedroom-terrace-home
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦3,500,000per annum",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3277999-massive-studio-apartment-with-kitchen-upstairs
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦4,000,000per annum",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3277016-fully-furnished-serviced-one-bedroom-with-247-light
,,,,,,,,,data/Lekki_Central_Data.csv,Self contain (single rooms) for rent,"Ikate, Lekki, Lagos","₦1,500,000per annum",0.0,0.0,0.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3275150-precious-bq-with-personal-kitchen-self-contained
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom house for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2.0,2.0,3.0,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3280125-self-serviced-2-bedroom-apartment-available
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom house for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4.0,4.0,5.0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3275673-4-bedroom-terrace
,,,,,,,,,data/Lekki_Central_Data.csv,4 bedroom house for rent,"Lekki County, Ikate, Lekki, Lagos","₦12,000,000per annum",4.0,4.0,5.0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3274217-executive-4-bedroom-duplex
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Salem, Ikate, Lekki, Lagos","₦7,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3281872-nice-newly-finished-2-bedroom-flat-ground-floor-with-fitted-kitchen
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,500,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3280034-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3279753-3-bedrooms-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦8,000,000per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3242595-3-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦5,000,000per annum",2.0,1.0,2.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3279103-2-bedroom-apartment
,,,,,,,,,data/Lekki_Central_Data.csv,2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3276769-executive-2-bedroom-apartment
