Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
Luxury And Spacious 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3202769-luxury-and-spacious-4-bedroom-semi-detached-duplex
Luxury 5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 230,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202673-luxury-5-bedroom-fully-detached-duplex-with-bq
5 Bedroom Fully Detached Duplex With Pool And Bq,"Ajah, Lagos","₦ 210,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202569-5-bedroom-fully-detached-duplex-with-pool-and-bq
Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Luxury 4 Bedroom Fully Detached Duplex With Solar And Bq,"Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202493-luxury-4-bedroom-fully-detached-duplex-with-solar-and-bq
5 Bedroom Fully Detached Duplex With Pool And Bq,"Ajah, Lagos","₦ 270,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202423-5-bedroom-fully-detached-duplex-with-pool-and-bq
Luxury 4 Bedroom Semi-detached Duplex With Bq,"Ajah, Lagos","₦ 125,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3198087-luxury-4-bedroom-semi-detached-duplex-with-bq
6-bedroom Duplex With Impressive Remodel Potential On 972sqm Plot,"Cooperative Villas Estate, Badore, Ajah, Lagos","₦ 220,000,000",6 Bedrooms,6 Bathrooms,7 Toilets,6 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/badore/2788606-6-bedroom-duplex-with-impressive-remodel-potential-on-972sqm-plot
Luxury 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Modern 3-bedroom Detached Duplex,"Ajah, Lagos","₦ 140,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2965402-modern-3-bedroom-detached-duplex
Modestly Finished 4 Bedroom Terraced Duplex Available,"Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3047062-modestly-finished-4-bedroom-terraced-duplex-available
1200.4 Sqm,"Happy Land Estate, Alasia, Ajah, Lagos","₦ 310,000,000",12 Parking Spaces,,,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/alasia/3200679-12004-sqm
3 Plots Of Bare Land,"Ogombo, Ajah, Lagos","₦ 120,000,000",28 Parking Spaces,,,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/ogombo/3190366-3-plots-of-bare-land
4 Bedroom Semi Detached Duplex,"Ado, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ado/3086406-4-bedroom-semi-detached-duplex
4 Bedroom Detached Duplex,"Ado, Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/3086424-4-bedroom-detached-duplex
5 Bedroom Detached Duplex With Bq,"Ado, Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/3086434-5-bedroom-detached-duplex-with-bq
4 Bedroom Detached Duplex,"Ado, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/3086445-4-bedroom-detached-duplex
Luxury 5 Bedrooms Detached Duplex,"Sangotedo, Ajah, Lagos","₦ 550,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3132835-luxury-5-bedrooms-detached-duplex
4-bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 200,000,000",4 Bedrooms,,,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3199271-4-bedroom-fully-detached-duplex-with-bq
5-bedroom Fully Detached Duplex With Pool & Bq,"Ado, Ajah, Lagos","₦ 300,000,000",5 Bedrooms,,,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/3199203-5-bedroom-fully-detached-duplex-with-pool-bq
Semi Detached Luxury 3 Bedroom Duplex With Bq,"Urban Prime Estate, Ajah, Lagos","₦ 200,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3197244-semi-detached-luxury-3-bedroom-duplex-with-bq
Brand Newly Build 4 Bedroom Fully Detached Duplex,"Ogombo, Ajah, Lagos","₦ 95,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ogombo/3198836-brand-newly-build-4-bedroom-fully-detached-duplex
Two Bedrooms Block Apartment Available,"Canan Estate, Ajah, Lagos","₦ 95,000,000",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3198706-two-bedrooms-block-apartment-available
Luxury 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3197839-luxury-4-bedroom-fully-detached-duplex
Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Brand New 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3197819-brand-new-4-bedroom-fully-detached-duplex
30 Units Of 4 Bedroom With Approved Building Plan And Payment Plan,"Abraham Adesanya, Ajah, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3054386-30-units-of-4-bedroom-with-approved-building-plan-and-payment-plan
Luxury 4 Bedroom Semi Detached Duplex.,"Ajah, Lagos","₦ 138,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3190715-luxury-4-bedroom-semi-detached-duplex
4-bedroom Semi-detached Duplex With Bq & C Of O,"Royale Avalon Phase 3 Estate, Off Lekki-epe Expressway, Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3003532-4-bedroom-semi-detached-duplex-with-bq-c-of-o
800sqm Land In A Gated And Secure Estate With C Of O,"Eden Garden Estate, Ajah, Lagos","₦ 200,000,000",,,,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/2979218-800sqm-land-in-a-gated-and-secure-estate-with-c-of-o
Newly Built 4 Bedrooms Semi-detached Duplex With Bq Gov. Consent,"Thomas Estate, Ajah, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2980413-newly-built-4-bedrooms-semi-detached-duplex-with-bq-gov-consent
"4 Units Of 3 Bedrooms Terraced Duplex, Governor's Consent","The Estate By Pennek, Off Abraham Adesanya Roundabout, Ajah, Lagos","₦ 150,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2938354-4-units-of-3-bedrooms-terraced-duplex-governors-consent
4-bedroom Terrace Duplex -- Certificate Of Occupancy (c Of O),"Lekki Scheme 2 Estate, Ajah, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2938959-4-bedroom-terrace-duplex-certificate-of-occupancy-c-of-o
"5 Bedrooms Fully Detached Duplex With Bq, Swimming Pool  Gov. Consent","Lekki Palm City Estate, Addo Road, Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2941853-5-bedrooms-fully-detached-duplex-with-bq-swimming-pool-gov-consent
"2,500sqm Directly Facing The Lekki Epe Expressway","Before Lagos Business School, Alasia, Sangotedo, Alasia, Ajah, Lagos","₦ 1,270,000,000","6,800 sqm Total Area",,,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/alasia/2934673-2500sqm-directly-facing-the-lekki-epe-expressway
34 Plots Of 640 Sqm Sand-filled Land With Certificate Of Occupancy,"By Sky Mall, Sangotedo, Ajah, Lagos","₦ 90,000,000",640 sqm Total Area,,,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/sangotedo/2936438-34-plots-of-640-sqm-sand-filled-land-with-certificate-of-occupancy
5 Bedrooms Smart Duplex With Bq. Certificate Of Occupancy,"Lekki Palm City Estate, Ado, Ajah, Lagos","₦ 200,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/2937013-5-bedrooms-smart-duplex-with-bq-certificate-of-occupancy
4-bedroom Detached Duplex With Bq,"Lekki Palm City Estate, Ado, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/2925773-4-bedroom-detached-duplex-with-bq
"5-bedroom Fully Detached House With Bq, Swimming Pool --- Gov-consent","Lekki Palm City Estate, Ado, Ajah, Lagos","₦ 305,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ado/2926047-5-bedroom-fully-detached-house-with-bq-swimming-pool-gov-consent
"4-bedroom Fully Detached Duplex With Bq, Deed Of Assignment","Thomas Estate, Ajah, Lagos","₦ 105,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2928318-4-bedroom-fully-detached-duplex-with-bq-deed-of-assignment
Smart 3-bedroom Terrace Mini Flat,"Off Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 133,308,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/3196062-smart-3-bedroom-terrace-mini-flat
Spaciousa 3 Bedroom Luxury Apartment,"Sangotedo, Ajah, Lagos","₦ 60,000,000",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3195979-spaciousa-3-bedroom-luxury-apartment
Step Into Elegance With This 5-bedroom Fully Detached Duplex,"Royal Garden, Ajah, Lagos","₦ 550,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3195393-step-into-elegance-with-this-5-bedroom-fully-detached-duplex
4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3183429-4-bedroom-semi-detached-duplex
4 Bedroom Semi Detached Duplex With A Bq,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3194119-4-bedroom-semi-detached-duplex-with-a-bq
Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Brand New 4 Bedroom Fully Detached Duplex,"Sangotedo, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3182716-brand-new-4-bedroom-fully-detached-duplex
Gorgeous 5 Bedrooms Fully Detached Duplex Available,"Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3067444-gorgeous-5-bedrooms-fully-detached-duplex-available
Gorgeous 4 Bedrooms Semi Detached Duplex Available,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3067470-gorgeous-4-bedrooms-semi-detached-duplex-available
4 Bedroom Fully Detached Duplex,"Thomas Estate, Ajiwe, Ajah, Lagos","₦ 145,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ajiwe/3194040-4-bedroom-fully-detached-duplex
4 Bedroom Semi-detached Luxury Home With Bq,"Ajah, Lagos","₦ 155,000,000",4 Bedrooms,5 Bathrooms,6 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3193817-4-bedroom-semi-detached-luxury-home-with-bq
Luxury And Spacious 2 Bedroom Apartment With C Of O,"Lekki, Lagos","₦ 75,000,000",1 Bedroom,2 Bathrooms,2 Toilets,1 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/3193577-luxury-and-spacious-2-bedroom-apartment-with-c-of-o
Luxury 2-bedroom Apartment,"Lekki Gardens Estate Phase 4, Ajah, Lagos","₦ 48,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3193405-luxury-2-bedroom-apartment
Stunning 5 Bedroom Detached Duplex With Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Verified Buy And Build Land With C Of O,"Victoria City Palisades Estate Abraham Adesanya Lekki Scheme 2, Ajah, Lagos","₦ 36,000,000",2 Parking Spaces,,,Land for sale,https://nigeriapropertycentre.com/for-sale/land/lagos/ajah/3193249-verified-buy-and-build-land-with-c-of-o
900 Sq Mts Fenced Plot Of Land In A Gated Cluster,"Block 5c, Lekki Phase 2, Lekki, Lagos","₦ 170,000,000",,,,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/lekki-phase-2/3027803-900-sq-mts-fenced-plot-of-land-in-a-gated-cluster
5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 285,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3193175-5-bedroom-fully-detached-duplex-with-bq
4 Bedroom Duplex,"Sangotedo, Ajah, Lagos","₦ 160,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3146991-4-bedroom-duplex
Luxury 5 Bedroom Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Detached Duplex With Boys Quarter,"Sangotedo, Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Stunning 4 Bedroom Semi-detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
"Beautiful 4 Bedroom Terraced Duplex With Play Area, Swmming Pool & Gym","Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3192127-beautiful-4-bedroom-terraced-duplex-with-play-area-swmming-pool-gym
Self Compound- 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 115,000,000",4 Bedrooms,4 Bathrooms,,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3191981-self-compound-4-bedroom-semi-detached-duplex
Newly Built 4 Bedroom Semi Detached Duplex With Bq,"Isheri, Magodo, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/magodo/2828664-newly-built-4-bedroom-semi-detached-duplex-with-bq
Elegant 7-bedroom Coastal Home On 2.5 Plots With C Of O,"Okun-Ajah, Ajah, Lagos","₦ 350,000,000",7 Bedrooms,7 Bathrooms,7 Toilets,7 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/okun-ajah/2993668-elegant-7-bedroom-coastal-home-on-25-plots-with-c-of-o
Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Units Of 4 Bedroom Semi Detached Duplex,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3178583-units-of-4-bedroom-semi-detached-duplex
Brand New 3 Bedroom Terrace Duplex For Distress,"Lekki Scheme 2 Estate, Ogombo, Ajah, Lagos","₦ 95,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/3191302-brand-new-3-bedroom-terrace-duplex-for-distress
Contemporary Well Built 5 Bedroom Detached Home With Great Finnishing,"Royal Garden Estate, Ajah, Lagos","₦ 600,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3187515-contemporary-well-built-5-bedroom-detached-home-with-great-finnishing
Well Built 2 Bedroom Apartment,"Elysium, Ajah, Lagos","₦ 65,000,000",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3191124-well-built-2-bedroom-apartment
