Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
400 Sqm,"Asajon, Sangotedo, Ajah, Lagos","₦ 20,000,000",400 sqm Total Area,,,Land for sale,https://nigeriapropertycentre.com/for-sale/land/lagos/ajah/sangotedo/3221103-400-sqm
Classic 4 Bedrooms Detached Duplex With Bq,"Ajah, Lekki, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3220350-classic-4-bedrooms-detached-duplex-with-bq
Newly Built Lovely 4 Bedroom Luxury Semi Detached Duplex,"Captains Court, Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3220423-newly-built-lovely-4-bedroom-luxury-semi-detached-duplex
Luxury Four Bedroom Fully Detached Houses,"Ajah, Lagos","₦ 250,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Newly Built Four (4) Bedroom Duplexes,"Ajah, Lagos","₦ 120,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2596866-newly-built-four-4-bedroom-duplexes
Massive 5 Bedrooms House With 2 Rooms Bqs,"Royal Garden Estate, Ajah, Lagos","₦ 500,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2381025-massive-5-bedrooms-house-with-2-rooms-bqs
Unique 4  Bedroom Detached Duplex With Bq,"Abraham Adesanya, Ajah, Lagos","₦ 170,000,000",4 Bedrooms,,,4 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/3220034-unique-4-bedroom-detached-duplex-with-bq
Serviced 3 Bedroom Terraced Duplex  .,"Abraham Adesanya, Ajah, Lagos","₦ 90,000,000",3 Bedrooms,,,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3220014-serviced-3-bedroom-terraced-duplex
Luxury 3 Bedroom Terraced Duplex,"Lekki Scheme 2, Mobil Road, Ajah, Lagos","₦ 120,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2953306-luxury-3-bedroom-terraced-duplex
A Lifestyle Of Luxury,"Fara Park, Sangotedo, Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3219776-a-lifestyle-of-luxury
4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Exclusive 18  Units Of  Luxury Townhouses On Offer,"Ikoyi, Lagos","₦ 500,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/3219641-exclusive-18-units-of-luxury-townhouses-on-offer
Ready To Build Lands,"Abraham Adesanya- Urban Prime 3 Estate, Ajah, Lagos","₦ 360,000",,,,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/3219643-ready-to-build-lands
5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,,,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3183451-5-bedroom-detached-duplex
Luxury Designed 5 Bedroom Fully Detached With Bq And Swimming Pool,"Ajah, Lagos","₦ 240,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3216596-luxury-designed-5-bedroom-fully-detached-with-bq-and-swimming-pool
Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Full Plot Of Land,"Silver Point, Badore, Ajah, Lagos","₦ 25,000,000",,,,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/badore/3218822-full-plot-of-land
4 Bedrooms Terrace Duplex With Bq,"Abraham Adesanya, Lekki, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3173646-4-bedrooms-terrace-duplex-with-bq
5 Bedrooms Detached Duplex With Swimming Pool,"Lekki, Lagos","₦ 180,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3185183-5-bedrooms-detached-duplex-with-swimming-pool
"Cozy 5 Bedroom Detached Duplex With Pool, Pent House And Boys Quarter","Royal Garden Estate, Ajah, Lagos","₦ 380,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxurious 5 Bedroom Semi-detached Duplex With Pent House And Bq,"Royal Garden Estate, Ajah, Lagos","₦ 350,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedroom Detached Duplex With Boys Quarter,"Royal Garden Estate, Ajah, Lagos","₦ 600,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
27 Units Of Luxury Duplexes With Sporting And Gym Facilities,"Sangotedo, Ajah, Lagos","₦ 2,500,000,000",80 Bedrooms,80 Bathrooms,80 Toilets,80 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Contemporary 3 Bedrooms Terraced Duplex With Boys Quarter,"Ajah, Lagos","₦ 120,000,000",3 Bedrooms,4 Bathrooms,5 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedrooms Terraced Duplex,"Ajah, Lagos","₦ 125,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Well Finished 5 Bedroom Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Astonishing 4 Bedroom Detached Duplex With Bq And Swimming Pool,"Ajah, Lagos","₦ 190,000,000",4 Bedrooms,5 Bathrooms,6 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Stunning 5 Bedroom Detached House With Swimming Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Beautiful 4 Bedroom Detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 250,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Semi-detached Duplex With A Boys Quarter,"Ajah, Lagos","₦ 138,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Beautiful 4 Bedroom Semi-detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Semi-detached Duplex With Boys Ouarter,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Beautiful 2 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 100,000,000",2 Bedrooms,,3 Toilets,2 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3217235-beautiful-2-bedroom-terrace-duplex
Brand New Spacious Most Affordable 2 Bedrooms Apartment,"Ajah, Lagos","₦ 77,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3087879-brand-new-spacious-most-affordable-2-bedrooms-apartment
Brand New Spacious 3 Bedrooms Apartment,"Ajah, Lagos","₦ 87,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3087908-brand-new-spacious-3-bedrooms-apartment
Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Brand New Spacious One Bedroom Apartment Available,"Abraham Adesanya, Ajah, Lagos","₦ 50,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ajah/3087922-brand-new-spacious-one-bedroom-apartment-available
Spacious 2 Bedroom Apartment Now Selling,"Ajah, Lagos","₦ 65,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/3087999-spacious-2-bedroom-apartment-now-selling
Brand New Spacious 3 Bedroom Apartment Available,"Ajah, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/3088022-brand-new-spacious-3-bedroom-apartment-available
5 Bedroom Detached Duplex,"Royal Garden, Ajah, Lagos","₦ 450,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3130193-5-bedroom-detached-duplex
Modestly Finished Luxury 4 Bedroom Semi- Detached Duplex With Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3134626-modestly-finished-luxury-4-bedroom-semi-detached-duplex-with-bq
3 Bedroom Terraced Duplex With Bq,"Ogombo, Ajah, Lagos","₦ 165,000,000",3 Bedrooms,4 Bathrooms,3 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/3171368-3-bedroom-terraced-duplex-with-bq
Beautifully Designed 4 Bedroom Fully Detached Duplex,"Sangotedo, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3216684-beautifully-designed-4-bedroom-fully-detached-duplex
5 Bedroom Contemporary Detached Duplex With Swimming Pool,"Lekki Palm City Estate, Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3216602-5-bedroom-contemporary-detached-duplex-with-swimming-pool
Elegantly Built 4 Bedroom Semi-detached Duplex,"Sangotedo, Ajah, Lagos","₦ 158,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3216453-elegantly-built-4-bedroom-semi-detached-duplex
Brand New 4 Bedroom Semi Detached Duplex,"Lekki Palm City, Ajah, Lagos","₦ 160,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3216004-brand-new-4-bedroom-semi-detached-duplex
Brand New 4 Bedroom Semi Detached House,"New Road, Lekki, Lagos","₦ 170,000,000",4 Bedrooms,,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/2985205-brand-new-4-bedroom-semi-detached-house
Brand New 4 Bedroom Semi-detached Duplex Within An Estate,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3192014-brand-new-4-bedroom-semi-detached-duplex-within-an-estate
Newly Built Four Bedroom Terraces,"Lekki County, Ikota, Lekki, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3215502-4-bedroom-fully-detached-duplex
4 Bedrooms Semi Detached Duplex + Bq,"General Paint, Ajiwe, Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ajiwe/3211084-4-bedrooms-semi-detached-duplex-bq
Well Planned & Spacious 5 Bedroom Duplex With Bq,"Sangotedo, Ajah, Lagos","₦ 200,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
4 Bedroom Terrace  Duplex With Swimming Pool & Bq,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3213837-4-bedroom-terrace-duplex-with-swimming-pool-bq
3 Bedroom Detached Bungalow + Bq,"Oribanwa, Ibeju Lekki, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/oribanwa/3214249-3-bedroom-detached-bungalow-bq
Beautifully Designed 4 Bedroom Semi Detached House,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3211875-beautifully-designed-4-bedroom-semi-detached-house
80 Percent Unfinished 4 Bedrooms Duplex House,"Grace Luxury Homes Estate, Sangotedo, Ajah, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/2357047-80-percent-unfinished-4-bedrooms-duplex-house
Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
85% Ready 4 Bedrooms Duplex,"Sangotedo, Ajah, Lagos","₦ 133,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/2934640-85-ready-4-bedrooms-duplex
Tastefully Built Luxury 4 Bedroom Semi Detached Duplex With Bq,"Ajiwe, Ajah, Lagos","₦ 125,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ajiwe/3213696-tastefully-built-luxury-4-bedroom-semi-detached-duplex-with-bq
Well Finished 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3211353-well-finished-5-bedroom-fully-detached-duplex
Tastefully Finished 4 Bedroom Fully Detached Duplex With A Bq,"Lekki Palm City Estate, Ajah, Lagos","₦ 170,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3211339-tastefully-finished-4-bedroom-fully-detached-duplex-with-a-bq
Newly Built 3 Bedroom Terraced Duplex,"General Paint, Ajah, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3210516-newly-built-3-bedroom-terraced-duplex
Luxury 4 Bedroom Duplex With Bq,"Canaan Estate, Sangotedo, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,5 Bathrooms,6 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3208963-luxury-4-bedroom-duplex-with-bq
5 Bedroom Detached Duplex With Bq,"Lekki Palm City, Lekki, Lagos","₦ 200,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2949100-5-bedroom-detached-duplex-with-bq
Decently Built 4 Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3205416-decently-built-4-bedroom-fully-detached-duplex-with-swimming-pool
"606.998 Sqm  Of Dryland, Fenced & Gated","Michy Hills Estate, Ajah, Lagos","₦ 80,000,000",,,,Land for sale,https://nigeriapropertycentre.com/for-sale/land/lagos/ajah/3210065-606998-sqm-of-dryland-fenced-gated
Beautifully Carved 4 Bedroom Fully Detached Home With Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3095049-beautifully-carved-4-bedroom-fully-detached-home-with-bq
5 Bedroom Duplex With Bq,"Canaan Estate, Sangotedo, Ajah, Lagos","₦ 220,000,000",5 Bedrooms,6 Bathrooms,7 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3209017-5-bedroom-duplex-with-bq
4 Bedroom Semi-detached Duplex With Bq!!! Smart Home,"Ajah, Lagos","₦ 105,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3080763-4-bedroom-semi-detached-duplex-with-bq-smart-home
Strategically And Serenely  4 Bedroom Detached Duplex. Off Plan,"Sango Ota, Ogun","₦ 165,000,000,000",4 Bedrooms,4 Bathrooms,,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/ogun/sango-ota/3078698-strategically-and-serenely-4-bedroom-detached-duplex-off-plan
Opulent 5 Bedroom Fully Detached Smart Duplex With Big Bq,"City Estate, Ajah, Lagos","₦ 185,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3027220-opulent-5-bedroom-fully-detached-smart-duplex-with-big-bq
Now Selling: 4 Bedrooms Semi-detached Duplex,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3207767-now-selling-4-bedrooms-semi-detached-duplex
Beautiful 4 Bedroom Terraced Duplex With Swimming Pool & Gym,"Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Massive 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 1,200,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3046817-massive-5-bedroom-detached-duplex
Newly Built 5 Bedroom Detached House,"Ajah, Lagos","₦ 380,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedroom Duplex With Pool,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom house for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Brand New Classic 9 Units Of 4-bedroom Terraced Duplex With 1 Room Bq,"Sangotedo, Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3193418-brand-new-classic-9-units-of-4-bedroom-terraced-duplex-with-1-room-bq
Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Smart & Brand New 1 Bedroom Flat In A Mini Estate,"Abijo Gra, Ajah, Lagos","₦ 53,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Charming 3 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 90,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxurious Brand New 4 Bedroom Penthouse,"Thomas Estate, Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
"Prime 1,600sqm Fully Fenced Land","Lekki Palm City, Ajah, Lagos","₦ 295,000,000","1,600 sqm Total Area",,,Residential land for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedroom Fully Detached House,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3030670-luxury-5-bedroom-fully-detached-house
Luxury 4 Bedroom Detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Stunning 5 Bedroom Detached Duplex With Boys Quarter And Swimming Pool,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Beautiful 4 Bedroom Semi-detached Duplex With Bq,"Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Detached Duplex With Boys Quarter,"Ajah, Lagos","₦ 210,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
"6 Bedroom House With A Gym, Pool, Office, Rooftop Terrace","Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 800,000,000",6 Bedrooms,6 Bathrooms,7 Toilets,6 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ogombo/3205427-6-bedroom-house-with-a-gym-pool-office-rooftop-terrace
4 Bedrooms Semi - Detached Duplex With Bq,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3150115-4-bedrooms-semi-detached-duplex-with-bq
Brand New 4 Bedroom Detached Duplex,"Crown Estate, Sangotedo, Ajah, Lagos","₦ 240,000,000",4 Bedrooms,,,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3101919-brand-new-4-bedroom-detached-duplex
Fenced Plots Of Land At Ogombo Ajah With Governor Consent,"Olufemi Area, Ogombo, Ajah, Lagos","₦ 50,000,000","1,366 sqm Total Area",,,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/ogombo/3190678-fenced-plots-of-land-at-ogombo-ajah-with-governor-consent
Outstanding Waterview Property 5 Bedroom Duplex,"Ajah, Lagos","₦ 350,000,000",5 Bedrooms,,,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3203349-outstanding-waterview-property-5-bedroom-duplex
4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202968-4-bedroom-fully-detached-duplex
Luxury 5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202918-luxury-5-bedroom-fully-detached-duplex-with-bq
Luxury 5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3202842-luxury-5-bedroom-fully-detached-duplex-with-bq
